Car_ID,Brand,Model_Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine_CC,Max_Power_bhp,Mileage_kmpl,Seats,Price_USD,Vehicle_Age,Price_per_bhp,Brand_Segment,Mileage_Category,Age_Category
421,BMW,2012,71912,Hybrid,Manual,Second,1279,227.5,9.21,7,36928.52,14,162.32316483516482,Premium,Moderate,Very Old
422,Toyota,2017,13706,Diesel,Manual,Third,4314,359.7,9.75,7,76581.9,9,212.90492076730607,Mass Market,Low,Older
423,Mercedes,2023,13894,Electric,Manual,Second,2153,549.4,16.52,2,16798.82,3,30.576665453221697,Premium,Low,New
424,Audi,2007,154109,Petrol,Manual,Second,4122,43.5,12.16,5,79628.11,19,1830.531264367816,Premium,Very High,Very Old
425,Volkswagen,2012,88986,Electric,Manual,Third,4678,494.0,11.19,5,36145.69,14,73.16941295546559,Mass Market,Moderate,Very Old
426,Volkswagen,2006,86942,Petrol,Automatic,Third,1689,571.1,21.13,2,3028.42,20,5.302784100857993,Mass Market,Moderate,Very Old
427,Hyundai,2012,187684,Hybrid,Automatic,Third,4654,91.1,21.27,7,17851.52,14,195.955214050494,Mass Market,Very High,Very Old
428,Mercedes,2017,34725,Hybrid,Manual,Second,1724,130.4,25.61,7,112233.0,9,860.6825153374233,Premium,Low,Older
429,BMW,2017,141998,Petrol,Manual,Second,2970,578.0,15.44,5,104480.49,9,180.76209342560554,Premium,High,Older
430,Honda,2005,109555,Petrol,Manual,Third,2702,341.0,6.83,4,30332.26,21,88.9509090909091,Mass Market,High,
431,BMW,2010,14496,Petrol,Automatic,Third,3195,48.0,11.84,6,94069.51,16,1959.7814583333331,Premium,Low,Very Old
432,Volkswagen,2023,61447,Hybrid,Manual,Third,828,184.3,29.5,4,74202.88,3,402.62007596310366,Mass Market,Moderate,New
433,Volkswagen,2020,106604,Diesel,Manual,Second,834,292.0,19.91,7,116595.85,6,399.30085616438356,Mass Market,High,Recent
434,Ford,2012,165878,Electric,Manual,Second,4389,428.0,22.74,4,46711.86,14,109.13985981308412,Mass Market,Very High,Very Old
435,Volkswagen,2005,93199,Electric,Automatic,First,3470,450.6,5.18,6,82730.89,21,183.60162006213935,Mass Market,Moderate,
436,Toyota,2020,46321,Hybrid,Manual,Second,4165,597.4,17.96,4,10433.68,6,17.465148978908605,Mass Market,Low,Recent
437,Kia,2013,158728,Electric,Automatic,Second,1388,201.0,5.94,4,49360.94,13,245.57681592039802,Mass Market,Very High,Very Old
438,Mercedes,2017,60147,Petrol,Automatic,Second,4018,341.4,19.23,4,115766.67,9,339.09393673110725,Premium,Moderate,Older
439,BMW,2015,96396,Diesel,Automatic,Third,3938,338.7,28.02,4,66060.76,11,195.04210215529966,Premium,Moderate,Older
440,Kia,2017,185738,Electric,Automatic,Second,1703,267.2,29.21,2,36681.9,9,137.28255988023955,Mass Market,Very High,Older
441,Audi,2014,43787,Diesel,Automatic,Third,4886,134.7,18.51,7,17071.7,12,126.73867854491463,Premium,Low,Older
442,Honda,2008,199018,Petrol,Automatic,First,2969,587.4,16.46,6,85312.82,18,145.23803200544776,Mass Market,Very High,Very Old
443,Toyota,2010,26727,Electric,Manual,First,1139,517.9,28.63,7,78448.16,16,151.47356632554548,Mass Market,Low,Very Old
444,BMW,2011,100081,Hybrid,Manual,Third,2514,319.1,21.84,2,46750.83,15,146.5083986211219,Premium,High,Very Old
445,Kia,2009,127721,Diesel,Manual,Third,1356,377.8,6.62,2,114260.14,17,302.4355214399153,Mass Market,High,Very Old
446,Honda,2015,73056,Petrol,Automatic,Third,3887,167.3,16.64,2,5597.73,11,33.459234907352055,Mass Market,Moderate,Older
447,Ford,2017,139153,Diesel,Manual,Second,4066,344.5,11.01,2,38535.69,9,111.85976777939042,Mass Market,High,Older
448,Toyota,2023,170268,Electric,Automatic,First,4367,429.2,16.75,4,110765.13,3,258.07346225535883,Mass Market,Very High,New
449,Toyota,2014,172807,Electric,Automatic,Third,2856,328.5,16.39,7,40549.45,12,123.43820395738203,Mass Market,Very High,Older
450,Ford,2014,85102,Hybrid,Automatic,Second,4699,594.6,19.55,5,32513.58,12,54.681432896064585,Mass Market,Moderate,Older
451,Mercedes,2015,161570,Petrol,Manual,First,1816,382.4,13.92,6,65503.79,11,171.29652196652722,Premium,Very High,Older
452,Ford,2011,81865,Petrol,Automatic,Second,2862,247.7,9.11,2,99384.8,15,401.2305207912798,Mass Market,Moderate,Very Old
453,Toyota,2022,167728,Hybrid,Automatic,First,1638,472.4,17.59,7,15068.17,4,31.897057578323455,Mass Market,Very High,Recent
454,Toyota,2008,72695,Hybrid,Manual,Second,2437,135.5,25.76,2,113333.42,18,836.4090036900369,Mass Market,Moderate,Very Old
455,Kia,2006,173972,Petrol,Manual,First,4296,255.3,21.6,2,96023.53,20,376.12036819428124,Mass Market,Very High,Very Old
456,Volkswagen,2018,122235,Diesel,Automatic,First,2613,234.3,13.46,2,24206.28,8,103.31318822023046,Mass Market,High,Older
457,Honda,2017,183773,Diesel,Automatic,Second,4279,281.8,28.39,2,86304.93,9,306.2630589070262,Mass Market,Very High,Older
458,Ford,2016,113777,Hybrid,Manual,Third,2251,477.8,27.81,2,48040.17,10,100.54451653411469,Mass Market,High,Older
459,Honda,2011,24033,Diesel,Manual,First,3113,311.1,10.23,6,50068.48,15,160.94014786242366,Mass Market,Low,Very Old
460,Ford,2006,146877,Petrol,Manual,Third,2314,484.6,5.99,7,94644.94,20,195.30528270738753,Mass Market,High,Very Old
461,Audi,2017,171923,Electric,Automatic,Second,2031,362.8,23.53,2,115645.82,9,318.75915104740903,Premium,Very High,Older
462,Toyota,2018,31832,Electric,Manual,Third,2445,231.6,25.69,2,17818.74,8,76.93756476683939,Mass Market,Low,Older
463,Volkswagen,2021,199509,Diesel,Manual,Third,3799,493.6,29.2,2,52213.74,5,105.7814829821718,Mass Market,Very High,Recent
464,Kia,2013,120725,Hybrid,Manual,Third,4240,173.4,27.25,2,59270.17,13,341.8118223760092,Mass Market,High,Very Old
465,Volkswagen,2021,150016,Hybrid,Automatic,Third,4856,165.7,20.01,4,47028.48,5,283.8170187085094,Mass Market,Very High,Recent
466,Volkswagen,2012,24873,Hybrid,Manual,Third,1105,322.5,18.25,4,45493.13,14,141.06396899224805,Mass Market,Low,Very Old
467,Volkswagen,2006,45372,Hybrid,Manual,First,4336,186.1,5.7,5,9115.43,20,48.98135411069318,Mass Market,Low,Very Old
468,Honda,2017,94464,Hybrid,Manual,First,2523,45.1,11.17,2,83208.02,9,1844.9671840354767,Mass Market,Moderate,Older
469,Ford,2007,151451,Diesel,Manual,First,2489,403.0,16.49,5,54037.09,19,134.08707196029775,Mass Market,Very High,Very Old
470,Nissan,2020,122322,Electric,Manual,Second,2317,326.2,20.71,6,25790.87,6,79.0645922746781,Mass Market,High,Recent
471,Audi,2010,172823,Electric,Automatic,Third,4717,289.5,18.93,5,98475.92,16,340.1586183074266,Premium,Very High,Very Old
472,BMW,2023,105082,Diesel,Automatic,First,1219,581.5,23.57,7,96899.61,3,166.63733447979365,Premium,High,New
473,Volkswagen,2011,10110,Hybrid,Automatic,Second,3736,359.9,11.99,4,59907.82,15,166.4568491247569,Mass Market,Low,Very Old
474,Mercedes,2014,190413,Diesel,Manual,First,4662,523.5,19.12,4,37918.73,12,72.43310410697231,Premium,Very High,Older
475,Honda,2013,17087,Electric,Automatic,First,2250,118.1,7.2,2,77656.85,13,657.5516511430991,Mass Market,Low,Very Old
476,Kia,2006,159834,Petrol,Automatic,Third,3896,358.8,15.34,2,36713.8,20,102.32385730211817,Mass Market,Very High,Very Old
477,BMW,2019,87617,Diesel,Automatic,Second,4061,526.1,23.75,6,30612.93,7,58.18842425394411,Premium,Moderate,Recent
478,Nissan,2009,105483,Hybrid,Manual,Third,1964,366.5,22.34,6,88470.21,17,241.39211459754435,Mass Market,High,Very Old
479,Mercedes,2008,14596,Electric,Manual,Third,2669,442.1,29.77,7,7718.05,18,17.457701877403302,Premium,Low,Very Old
480,Nissan,2024,112539,Electric,Automatic,First,2619,248.3,11.95,2,14087.91,2,56.73745469190495,Mass Market,High,New
481,BMW,2008,23313,Electric,Automatic,Third,3505,91.8,17.45,2,3794.22,18,41.331372549019605,Premium,Low,Very Old
482,Volkswagen,2022,118175,Electric,Manual,Second,4315,296.4,13.24,6,20894.35,4,70.49375843454791,Mass Market,High,Recent
483,Mercedes,2008,119914,Hybrid,Manual,Third,2142,260.9,16.02,6,11071.83,18,42.43706400919893,Premium,High,Very Old
484,Nissan,2021,28705,Petrol,Automatic,Third,3026,525.6,26.42,6,119508.88,5,227.37610350076105,Mass Market,Low,Recent
485,Kia,2016,78445,Electric,Manual,Third,1879,176.6,22.11,4,36790.77,10,208.32825594563985,Mass Market,Moderate,Older
486,Ford,2021,108892,Diesel,Automatic,First,3579,581.4,27.06,5,20464.36,5,35.1984176126591,Mass Market,High,Recent
487,Toyota,2014,7023,Petrol,Manual,Second,3328,576.6,10.09,5,31196.56,12,54.10433576135969,Mass Market,Low,Older
488,Ford,2005,124654,Electric,Automatic,First,1613,178.7,26.83,2,112526.69,21,629.6960828203694,Mass Market,High,
489,BMW,2022,195868,Petrol,Automatic,First,2831,234.9,6.49,4,63858.75,4,271.8550446998723,Premium,Very High,Recent
490,Honda,2022,85073,Diesel,Manual,First,1122,541.5,27.21,6,45683.72,4,84.36513388734996,Mass Market,Moderate,Recent
491,Toyota,2018,97197,Electric,Automatic,First,3769,581.3,13.23,2,105186.8,8,180.95097195940136,Mass Market,Moderate,Older
492,Audi,2019,69429,Diesel,Automatic,First,1703,288.3,12.86,4,49213.86,7,170.70364203954213,Premium,Moderate,Recent
493,Kia,2016,109195,Hybrid,Automatic,Second,2341,219.8,17.8,7,42196.0,10,191.9745222929936,Mass Market,High,Older
494,Audi,2008,197699,Electric,Manual,Third,4303,334.6,28.52,4,27252.06,18,81.44668260609683,Premium,Very High,Very Old
495,Mercedes,2007,38848,Electric,Manual,First,3453,425.2,6.19,2,47202.23,19,111.01182972718722,Premium,Low,Very Old
496,Toyota,2024,173876,Electric,Manual,First,3276,193.1,13.81,5,40052.07,2,207.41620921802175,Mass Market,Very High,New
497,Audi,2016,151451,Electric,Automatic,Second,4140,452.4,26.41,6,82244.56,10,181.79610963748894,Premium,Very High,Older
498,Audi,2011,195736,Hybrid,Manual,Second,1941,68.9,14.9,7,36881.18,15,535.2856313497823,Premium,Very High,Very Old
499,Nissan,2015,32766,Electric,Automatic,Third,1649,67.6,9.98,4,70532.37,11,1043.3782544378698,Mass Market,Low,Older
500,Ford,2005,73099,Petrol,Automatic,Second,1166,256.3,15.62,2,10709.38,21,41.784549356223174,Mass Market,Moderate,
501,Nissan,2010,172132,Electric,Manual,Third,3697,237.9,14.64,2,25380.83,16,106.68696931483817,Mass Market,Very High,Very Old
502,Toyota,2019,74122,Hybrid,Manual,First,1889,216.8,27.89,6,50666.42,7,233.7011992619926,Mass Market,Moderate,Recent
503,Toyota,2019,152159,Electric,Automatic,First,4841,315.0,24.05,2,112623.06,7,357.5335238095238,Mass Market,Very High,Recent
504,BMW,2023,53868,Petrol,Automatic,Third,2838,219.6,17.63,2,47138.48,3,214.656102003643,Premium,Moderate,New
505,Nissan,2015,124119,Hybrid,Manual,Second,3660,147.7,29.71,6,80696.67,11,546.3552471225457,Mass Market,High,Older
506,Hyundai,2006,159297,Hybrid,Manual,Third,2654,213.3,16.63,7,32845.21,20,153.98598218471636,Mass Market,Very High,Very Old
507,Ford,2018,100286,Petrol,Manual,Second,1294,585.9,6.46,5,17862.93,8,30.488018433179725,Mass Market,High,Older
508,Toyota,2006,11643,Petrol,Automatic,First,3982,270.2,11.56,5,9848.78,20,36.4499629903775,Mass Market,Low,Very Old
509,BMW,2008,41727,Petrol,Automatic,Second,2584,289.0,15.9,4,38733.38,18,134.0255363321799,Premium,Low,Very Old
510,Nissan,2021,147077,Petrol,Automatic,Third,4310,362.9,8.92,7,21446.34,5,59.09710664094792,Mass Market,High,Recent
511,Ford,2007,114079,Petrol,Automatic,Third,4586,590.7,28.69,4,23359.22,19,39.54498053157271,Mass Market,High,Very Old
512,Nissan,2017,70697,Hybrid,Automatic,First,4930,175.3,24.17,5,92008.84,9,524.865031374786,Mass Market,Moderate,Older
513,Audi,2013,21029,Hybrid,Manual,Second,1798,421.5,11.71,6,4853.05,13,11.513760379596679,Premium,Low,Very Old
514,BMW,2011,150298,Electric,Manual,Second,2251,441.0,19.77,2,68263.78,15,154.79315192743763,Premium,Very High,Very Old
515,Ford,2019,199718,Electric,Automatic,Second,2551,380.1,23.04,5,47396.98,7,124.69607997895291,Mass Market,Very High,Recent
516,Volkswagen,2015,196675,Diesel,Automatic,First,3080,89.6,28.53,7,62266.35,11,694.9369419642858,Mass Market,Very High,Older
517,Mercedes,2024,164803,Electric,Manual,Second,3734,419.0,27.04,5,68851.14,2,164.32252983293557,Premium,Very High,New
518,Mercedes,2006,114458,Electric,Manual,Third,4534,75.9,17.88,7,39664.02,20,522.5826086956521,Premium,High,Very Old
519,Ford,2019,115384,Petrol,Manual,Second,4146,373.8,24.37,7,37527.74,7,100.39523809523808,Mass Market,High,Recent
520,Nissan,2018,73926,Petrol,Manual,First,2673,454.2,19.05,7,88808.02,8,195.5262439453985,Mass Market,Moderate,Older
521,BMW,2024,142069,Electric,Automatic,Second,4603,158.1,18.82,4,104939.41,2,663.7533839342188,Premium,High,New
522,Mercedes,2015,60506,Diesel,Manual,Second,2779,511.3,7.87,6,25532.05,11,49.93555642479953,Premium,Moderate,Older
523,BMW,2007,83229,Petrol,Automatic,Third,1498,57.0,8.15,5,14421.39,19,253.00684210526316,Premium,Moderate,Very Old
524,Mercedes,2021,185887,Electric,Manual,Second,2112,512.5,18.24,6,108042.11,5,210.8138731707317,Premium,Very High,Recent
525,Audi,2016,47092,Electric,Manual,Third,3762,297.8,11.72,2,43937.77,10,147.54120214909332,Premium,Low,Older
526,Nissan,2019,67539,Hybrid,Manual,Third,3738,161.8,5.53,5,67504.13,7,417.20723114956735,Mass Market,Moderate,Recent
527,Audi,2020,157889,Diesel,Automatic,First,3100,114.9,23.07,6,45066.55,6,392.22410791993036,Premium,Very High,Recent
528,Mercedes,2009,173933,Hybrid,Automatic,Third,3997,573.9,5.81,6,17718.87,17,30.874490329325667,Premium,Very High,Very Old
529,Volkswagen,2024,18428,Diesel,Manual,Third,926,80.7,19.88,2,71951.8,2,891.5960346964065,Mass Market,Low,New
530,Volkswagen,2010,180006,Petrol,Automatic,First,1991,151.5,18.48,7,64441.48,16,425.3563036303631,Mass Market,Very High,Very Old
531,Audi,2023,146330,Diesel,Automatic,Third,3439,234.8,29.22,5,26750.25,3,113.92781090289607,Premium,High,New
532,Volkswagen,2009,62775,Electric,Manual,First,4716,387.3,17.11,5,55868.68,17,144.25169119545572,Mass Market,Moderate,Very Old
533,Mercedes,2007,10469,Electric,Manual,Second,2166,345.1,6.59,2,96242.86,19,278.8839756592292,Premium,Low,Very Old
534,Ford,2005,33854,Diesel,Automatic,First,1819,110.4,18.79,7,72079.85,21,652.8971920289855,Mass Market,Low,
535,Audi,2010,142328,Diesel,Automatic,Third,4879,202.2,26.03,5,14339.33,16,70.91656775469832,Premium,High,Very Old
536,Honda,2019,81256,Diesel,Automatic,First,1484,173.7,29.92,5,67118.52,7,386.40483592400693,Mass Market,Moderate,Recent
537,Nissan,2006,170009,Hybrid,Manual,Third,4429,159.6,15.76,5,85220.38,20,533.9622807017545,Mass Market,Very High,Very Old
538,Volkswagen,2007,104134,Diesel,Manual,Second,3687,270.2,13.01,7,95746.3,19,354.3534418948927,Mass Market,High,Very Old
539,Volkswagen,2021,137723,Petrol,Automatic,First,2262,434.3,27.67,2,76606.76,5,176.39134239005296,Mass Market,High,Recent
540,Toyota,2016,186360,Hybrid,Manual,Second,4886,161.8,9.78,5,20861.01,10,128.93084054388132,Mass Market,Very High,Older
541,Hyundai,2022,89730,Hybrid,Manual,Third,3061,245.3,20.39,6,86090.27,4,350.9591112922952,Mass Market,Moderate,Recent
542,Audi,2019,161123,Diesel,Automatic,Third,4980,258.9,15.14,7,82249.0,7,317.6863653920433,Premium,Very High,Recent
543,Kia,2016,32386,Petrol,Automatic,Second,3641,586.8,6.03,4,5857.95,10,9.982873210633947,Mass Market,Low,Older
544,Volkswagen,2020,152256,Hybrid,Manual,First,2567,574.6,13.68,2,51174.48,6,89.06105116602855,Mass Market,Very High,Recent
545,Nissan,2012,38787,Electric,Manual,First,4980,488.1,11.63,6,41955.18,14,85.95611555009219,Mass Market,Low,Very Old
546,Honda,2018,26621,Hybrid,Automatic,Third,4360,175.3,22.15,5,81321.21,8,463.8973759269823,Mass Market,Low,Older
547,Volkswagen,2021,82984,Diesel,Manual,Second,2912,78.1,28.72,4,28287.89,5,362.2008962868118,Mass Market,Moderate,Recent
548,Honda,2012,195864,Petrol,Manual,Second,1426,217.5,11.7,2,72132.01,14,331.6414252873563,Mass Market,Very High,Very Old
549,Mercedes,2019,181325,Diesel,Automatic,First,4959,189.4,25.29,7,109845.1,7,579.9635691657867,Premium,Very High,Recent
550,Mercedes,2018,39051,Electric,Automatic,First,4214,323.3,6.38,4,96342.88,8,297.9983915867615,Premium,Low,Older
551,Hyundai,2022,54811,Electric,Manual,First,2175,475.5,18.45,4,110810.56,4,233.04008412197686,Mass Market,Moderate,Recent
552,Ford,2024,35447,Electric,Manual,Second,1981,520.7,6.76,6,117485.2,2,225.62934511234874,Mass Market,Low,New
553,Kia,2011,133046,Diesel,Manual,First,1290,513.1,28.35,2,4248.4,15,8.279867472227634,Mass Market,High,Very Old
554,Toyota,2007,166326,Hybrid,Automatic,First,4529,241.4,24.16,6,75860.73,19,314.2532311516155,Mass Market,Very High,Very Old
555,Hyundai,2016,89045,Diesel,Manual,Third,4334,424.9,21.45,6,51302.21,10,120.73949164509297,Mass Market,Moderate,Older
556,BMW,2007,121859,Petrol,Manual,First,4096,215.2,25.6,5,103602.98,19,481.4264869888476,Premium,High,Very Old
557,Toyota,2024,193490,Hybrid,Automatic,First,2740,74.1,21.19,7,32462.32,2,438.0879892037787,Mass Market,Very High,New
558,Audi,2018,150544,Electric,Automatic,Second,2682,432.9,29.22,4,117780.45,8,272.0731115731116,Premium,Very High,Older
559,Nissan,2019,8471,Diesel,Manual,Second,3787,45.5,22.85,2,74803.83,7,1644.0402197802198,Mass Market,Low,Recent
560,BMW,2018,125312,Electric,Automatic,Third,3959,269.1,28.12,7,95843.88,8,356.16454849498325,Premium,High,Older
561,BMW,2011,144401,Electric,Automatic,First,1481,224.5,17.93,7,13015.15,15,57.973942093541204,Premium,High,Very Old
562,Hyundai,2021,170937,Petrol,Manual,Third,1873,428.3,7.93,2,24464.57,5,57.12017277609152,Mass Market,Very High,Recent
563,Ford,2016,51850,Hybrid,Automatic,Second,3187,469.1,18.2,7,91733.23,10,195.55154551268384,Mass Market,Moderate,Older
564,Hyundai,2024,59220,Petrol,Automatic,Third,3194,210.3,8.17,5,5572.42,2,26.49747979077508,Mass Market,Moderate,New
565,Audi,2008,98808,Petrol,Manual,Second,3493,494.5,19.81,7,98574.72,18,199.34220424671386,Premium,Moderate,Very Old
566,Volkswagen,2013,142469,Petrol,Automatic,Third,2170,204.6,17.06,5,4632.04,13,22.639491691104595,Mass Market,High,Very Old
567,Volkswagen,2010,171597,Electric,Manual,Third,2956,289.9,20.56,4,79882.9,16,275.55329423939287,Mass Market,Very High,Very Old
568,Ford,2020,58072,Petrol,Manual,First,3380,447.1,5.25,4,45715.99,6,102.25003354954148,Mass Market,Moderate,Recent
569,Audi,2006,88820,Petrol,Automatic,Third,2959,428.0,9.87,6,74544.9,20,174.17032710280372,Premium,Moderate,Very Old
570,Ford,2012,28284,Hybrid,Automatic,First,4048,592.9,17.28,5,84435.67,14,142.4113172541744,Mass Market,Low,Very Old
571,Honda,2015,197402,Hybrid,Automatic,First,4531,166.1,28.76,4,43069.6,11,259.2992173389524,Mass Market,Very High,Older
572,Volkswagen,2017,88369,Petrol,Manual,First,4629,410.9,14.59,7,15631.61,9,38.04237040642492,Mass Market,Moderate,Older
573,BMW,2021,30122,Hybrid,Automatic,First,2427,381.4,15.61,2,11148.57,5,29.230650235972732,Premium,Low,Recent
574,Kia,2012,135349,Hybrid,Manual,Third,4272,552.5,22.87,2,71905.51,14,130.14571945701357,Mass Market,High,Very Old
575,Nissan,2022,75553,Petrol,Automatic,Second,827,127.6,20.09,5,63916.68,4,500.91442006269597,Mass Market,Moderate,Recent
576,Audi,2022,99788,Electric,Automatic,Second,2785,461.0,12.47,6,89837.52,4,194.87531453362257,Premium,Moderate,Recent
577,Toyota,2018,67812,Petrol,Automatic,Second,4953,358.2,15.27,7,62639.05,8,174.87171970965943,Mass Market,Moderate,Older
578,Ford,2019,12999,Hybrid,Manual,Third,2321,193.8,10.44,5,52426.16,7,270.5168214654283,Mass Market,Low,Recent
579,Nissan,2010,27436,Electric,Automatic,First,1096,305.7,29.15,2,49576.2,16,162.17271835132482,Mass Market,Low,Very Old
580,Toyota,2015,47963,Diesel,Automatic,Second,2981,226.9,8.27,5,6094.29,11,26.8589246364037,Mass Market,Low,Older
581,Nissan,2017,138168,Electric,Manual,Third,4202,364.4,14.3,7,42260.19,9,115.97198133918772,Mass Market,High,Older
582,Kia,2005,161351,Hybrid,Manual,First,3096,537.8,5.65,4,117194.36,21,217.9143919672741,Mass Market,Very High,
583,Toyota,2010,113899,Electric,Automatic,Second,3397,358.8,10.54,7,105206.0,16,293.21627647714604,Mass Market,High,Very Old
584,Hyundai,2013,31201,Petrol,Automatic,First,1701,393.8,24.51,4,41537.23,13,105.47798374809548,Mass Market,Low,Very Old
585,Mercedes,2012,155787,Diesel,Automatic,Second,1898,330.5,10.03,4,71772.06,14,217.16205748865355,Premium,Very High,Very Old
586,Hyundai,2015,165381,Diesel,Manual,Second,2477,68.7,7.0,4,102133.72,11,1486.6625909752547,Mass Market,Very High,Older
587,Volkswagen,2023,151150,Diesel,Manual,Second,3681,170.4,16.86,5,54629.1,3,320.5933098591549,Mass Market,Very High,New
588,Mercedes,2013,192686,Hybrid,Manual,First,2178,315.5,5.25,2,5101.07,13,16.16820919175911,Premium,Very High,Very Old
589,Hyundai,2021,10105,Hybrid,Manual,Third,2048,213.7,7.12,5,11717.72,5,54.83256902199345,Mass Market,Low,Recent
590,Mercedes,2016,122666,Diesel,Automatic,First,4535,141.8,25.19,2,62715.95,10,442.28455571227073,Premium,High,Older
591,Mercedes,2018,99848,Electric,Manual,Second,2064,322.3,24.29,7,116424.41,8,361.22994104871236,Premium,Moderate,Older
592,BMW,2019,7839,Diesel,Manual,First,2707,220.8,27.88,6,84105.52,7,380.9126811594203,Premium,Low,Recent
593,Ford,2020,73920,Electric,Manual,Third,1858,184.5,26.36,7,11297.19,6,61.23138211382114,Mass Market,Moderate,Recent
594,Ford,2024,48619,Electric,Automatic,First,3549,299.8,22.08,5,25155.22,2,83.90667111407605,Mass Market,Low,New
595,BMW,2005,47821,Hybrid,Automatic,Third,2848,114.6,6.31,5,93244.81,21,813.654537521815,Premium,Low,
596,Nissan,2014,130736,Electric,Manual,Third,3276,559.5,24.57,2,101448.45,12,181.31983914209115,Mass Market,High,Older
597,Honda,2012,149565,Diesel,Manual,First,4816,525.9,26.14,5,75270.27,14,143.12658300057046,Mass Market,High,Very Old
598,Nissan,2022,22069,Hybrid,Automatic,Second,3997,436.3,24.98,4,78397.51,4,179.6871647948659,Mass Market,Low,Recent
599,Toyota,2005,12531,Petrol,Automatic,Third,4353,99.5,17.71,5,6315.48,21,63.4721608040201,Mass Market,Low,
600,Toyota,2006,173123,Petrol,Automatic,First,2561,474.5,10.82,2,99938.04,20,210.61757639620652,Mass Market,Very High,Very Old
601,Mercedes,2005,143808,Hybrid,Automatic,Third,1020,492.5,26.13,2,95228.2,21,193.35675126903553,Premium,High,
602,Hyundai,2005,143782,Diesel,Automatic,Second,3688,469.9,23.18,4,33307.11,21,70.88127261119388,Mass Market,High,
603,Hyundai,2013,72155,Petrol,Automatic,First,2464,103.8,29.52,2,85915.18,13,827.6992292870905,Mass Market,Moderate,Very Old
604,Ford,2017,150047,Petrol,Automatic,First,4786,400.6,8.89,6,28137.99,9,70.23961557663505,Mass Market,Very High,Older
605,Audi,2005,67424,Electric,Automatic,First,3777,507.2,10.64,7,7718.63,21,15.218119085173502,Premium,Moderate,
606,Nissan,2017,50603,Electric,Manual,Second,2671,363.3,10.29,5,26532.98,9,73.03325075695018,Mass Market,Moderate,Older
607,Volkswagen,2024,159324,Diesel,Manual,Third,2262,402.0,24.81,6,23899.58,2,59.451691542288565,Mass Market,Very High,New
608,Kia,2011,137503,Hybrid,Manual,First,1144,296.7,9.67,5,42516.52,15,143.29801145938657,Mass Market,High,Very Old
609,Hyundai,2006,173553,Diesel,Manual,Third,844,336.1,6.67,6,51958.59,20,154.59265099672714,Mass Market,Very High,Very Old
610,Kia,2010,97573,Hybrid,Manual,Third,2868,59.3,29.96,5,62499.05,16,1053.9468802698145,Mass Market,Moderate,Very Old
611,Mercedes,2011,145629,Petrol,Manual,Second,2314,397.8,5.62,4,58780.2,15,147.763197586727,Premium,High,Very Old
612,Kia,2018,108302,Electric,Automatic,First,3398,85.6,25.88,2,34668.93,8,405.01086448598136,Mass Market,High,Older
613,Volkswagen,2022,136234,Diesel,Automatic,Third,1801,283.6,14.13,2,6412.97,4,22.612729196050775,Mass Market,High,Recent
614,BMW,2019,170814,Diesel,Manual,First,1833,203.9,26.04,4,73796.89,7,361.92687591956843,Premium,Very High,Recent
615,Volkswagen,2006,24675,Hybrid,Manual,First,2840,345.4,18.87,6,49302.15,20,142.73928778228142,Mass Market,Low,Very Old
616,Kia,2014,78997,Hybrid,Automatic,Second,1073,114.7,27.54,7,37944.64,12,330.81639058413253,Mass Market,Moderate,Older
617,Volkswagen,2016,153087,Diesel,Automatic,First,3447,427.3,28.15,6,104432.1,10,244.39995319447695,Mass Market,Very High,Older
618,Honda,2021,186129,Hybrid,Automatic,First,2579,485.2,5.23,2,90368.97,5,186.2509686727123,Mass Market,Very High,Recent
619,Mercedes,2012,168663,Diesel,Manual,Third,1278,131.5,6.89,7,103358.57,14,785.9967300380229,Premium,Very High,Very Old
620,Nissan,2015,145905,Diesel,Automatic,Second,1315,98.4,11.26,5,60912.99,11,619.0344512195121,Mass Market,High,Older
621,BMW,2007,12896,Diesel,Manual,First,1991,121.5,21.73,7,18318.96,19,150.7733333333333,Premium,Low,Very Old
622,Hyundai,2010,169044,Petrol,Manual,Third,3468,531.2,27.21,6,84457.91,16,158.9945594879518,Mass Market,Very High,Very Old
623,Toyota,2013,54733,Hybrid,Automatic,Second,2211,335.8,16.5,4,27110.63,13,80.7344550327576,Mass Market,Moderate,Very Old
624,Nissan,2010,46800,Electric,Automatic,Second,4080,301.7,20.17,5,54623.87,16,181.05359628770304,Mass Market,Low,Very Old
625,Toyota,2013,101044,Electric,Manual,Third,1071,99.8,9.71,6,10605.09,13,106.26342685370741,Mass Market,High,Very Old
626,Mercedes,2011,10347,Hybrid,Automatic,Third,942,403.8,25.12,5,99561.08,15,246.56037642397226,Premium,Low,Very Old
627,BMW,2013,195135,Diesel,Automatic,Third,4132,526.1,29.18,7,17735.06,13,33.710435278464175,Premium,Very High,Very Old
628,Ford,2022,138715,Electric,Manual,Third,1587,503.8,11.71,2,108662.41,4,215.68560936879715,Mass Market,High,Recent
629,Hyundai,2016,45785,Electric,Automatic,Third,2481,390.6,17.37,6,104114.98,10,266.5514080901177,Mass Market,Low,Older
630,Honda,2012,23681,Hybrid,Manual,First,1422,82.2,7.15,4,57356.18,14,697.7637469586374,Mass Market,Low,Very Old
